company,projectName,location,country,industry,region,type,services,date,completed,description,lat,lng
Hiranandani Gas Company Pvt. Ltd.,Desk Top Study and Bathymetry Survey,"South Pars, Iran",Iran,Oil & Gas,Middle East,Desktop Study for Offshore Projects,Desktop Study for Offshore Projects; Bathymetry Survey,01-07-2012,Completed in October 2012,Desk Top Study and Bathymetry Survey. (Completed in October 2012),26.5,52
"Indian Oil Corporation Ltd., Jamnagar","Free Span Survey of 12"" Dia AHPL across Narmada River crossing","Jamnagar, Gujarat",India,Oil & Gas,Asia,Cathodic Protection (CP) Survey,Cathodic Protection (CP) Survey,01-06-2012,Completed in June 2012,"Free Span Survey of 12"" Dia AHPL across Narmada River crossing. (Completed in June 2012)",22.47,70.06
Dharti Dredging and Infrastructure Ltd.,Post back fill survey of trenched IOCL pipeline at Paradip,"Paradip, Odisha",India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-06-2012,Completed in June 2012,Post back fill survey of trenched IOCL pipeline at Paradip. (Completed in June 2012),20.316,86.611
Sealord Diving & Salvage Pvt. Ltd.,Container Search Survey at JNPT,"Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-05-2012,Completed in May 2012,Container Search Survey at JNPT. (Completed in May 2012),18.95,72.9
Senes Consultants India Pvt. Ltd.,"Marine Water Sampling off Jakhau, Gujarat","Jakhau, Gujarat",India,Engineering & Construction,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-05-2012,Completed in May 2012,"Marine Water Sampling off Jakhau, Gujarat. (Completed in May 2012)",23.2167,68.7167
WAPCOS Ltd.,Bathymetry and Sub-bottom profiling survey at Navabandar Fisheries Harbour,"Navabandar, Gujarat",India,"Government, Defence & Public Sector",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-04-2012,Completed in April 2012,Bathymetry and Sub-bottom profiling survey at Navabandar Fisheries Harbour. (Completed in April 2012),20.9,71.5
Suzlon Energy Ltd.,Seabed Engineering and Oceanographic Investigations off Navlakhi,"Gulf of Kutch, Gujarat",India,Power & Renewables,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-03-2012,Completed in April 2012,Seabed Engineering and Oceanographic Investigations off Navlakhi. (Completed in April 2012),22.6,69.8
"Indian Oil Corporation Ltd., Jamnagar","Offshore Pipeline Survey at WRPL, Vadinar","Jamnagar, Gujarat",India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-03-2012,Completed in April 2012,"Offshore Pipeline Survey at WRPL, Vadinar. (Completed in April 2012)",22.47,70.06
Aqua Echo-Tech Industries,Bathymetry Survey in Angul (Orissa),Central/East India,India,Industrial & Materials,Asia,Bathymetry Survey,Bathymetry Survey,01-01-2012,Completed in January 2012,Bathymetry Survey in Angul (Orissa). (Completed in January 2012),22,79
Timblo Shipyards,Bathymetry Survey in Dabhol,"Konkan Coast, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-01-2012,Completed in January 2012,Bathymetry Survey in Dabhol. (Completed in January 2012),17.6,73.2
Jawaharlal Nehru Port Trust,Multibeam Bathymetry and Sub-Bottom Profiler Survey at JNPT and Mumbai Port,"Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-11-2011,Completed in December 2011,Multibeam Bathymetry and Sub-Bottom Profiler Survey at JNPT and Mumbai Port. (Completed in December 2011),18.95,72.9
HMR Environmental Engineering Consultants.,"Site Investigation and studies off Sur, Oman",Oman,Oman,Engineering & Construction,Middle East,Bathymetry Survey,Bathymetry Survey,01-09-2011,Completed in December 2011,"Site Investigation and studies off Sur, Oman. (Completed in December 2011)",23.6,58.5
Jaisu Shipping Company Pvt. Ltd.,Seabed Engineering Survey for Mumbai Port Trust,"Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-09-2011,Completed in Sept 2011,Seabed Engineering Survey for Mumbai Port Trust. (Completed in Sept 2011),18.95,72.9
"Reliance Globalcom Ltd., UK",Additional UXO search / Cable Route Survey for Iraq Spur (addendum to Main contract at # 15),Persian Gulf (Iraq),Iraq,Telecom Operators & Cable Owners,Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Submarine Cable Route Surveys,01-08-2011,Completed in September 2011,Additional UXO search / Cable Route Survey for Iraq Spur (addendum to Main contract at # 15). (Completed in September 2011),29.85,48.8
"Pipavav Shipyard Ltd., Mumbai","Bathymetry, Oceanographic Survey for Mathematical Modelling","Pipavav, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Bathymetry Survey,01-08-2011,Completed in September 2011,"Bathymetry, Oceanographic Survey for Mathematical Modelling. (Completed in September 2011)",20.92,71.51
TE Subcom / Amphibia consultants,GBI segment 15 Cable Route Survey,India,India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2011,Completed in June 2011,GBI segment 15 Cable Route Survey. (Completed in June 2011),19.076,72.8777
"Varuna Global Services, Navi Mumbai",Seabed Engineering and Oceanographic Surveys for the development of Vijaydurg Port,"Konkan Coast, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-02-2011,Completed in March 2011,Seabed Engineering and Oceanographic Surveys for the development of Vijaydurg Port. (Completed in March 2011),17.6,73.2
"International Seaport Dredging Ltd., Kakinada",Magnetometer Survey,"Kakinada, Andhra Pradesh",India,Engineering & Construction,Asia,Geophysical Survey,Geophysical Survey,01-01-2011,Completed in February 2011,Magnetometer Survey. (Completed in February 2011),16.989,82.247
"Reliance Globalcom Ltd., UK",CPT Survey off Iraq (addendum to Main contract at # 15),Persian Gulf (Iraq),Iraq,Telecom Operators & Cable Owners,Middle East,Geotechnical Services,Geotechnical Services,01-12-2010,Completed in January 2011,CPT Survey off Iraq (addendum to Main contract at # 15). (Completed in January 2011),29.85,48.8
"Yak Group, Navi Mumbai","Hydrographic Survey in Narmada River, Bharuch","Konkan Coast, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2010,Completed in December 2010,"Hydrographic Survey in Narmada River, Bharuch. (Completed in December 2010)",17.6,73.2
"E-marine PJSC, UAE","ROV Search Survey, Mumbai","Mumbai, Maharashtra",India,Submarine Cable Contractors,Asia,Geophysical Survey,Geophysical Survey,01-12-2010,Completed in December 2010,"ROV Search Survey, Mumbai. (Completed in December 2010)",18.95,72.9
"Central Water Commission, New Delhi",Capacity Survey on Dudhwa Reservoir,Dudhwa Reservoir,India,"Government, Defence & Public Sector",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-12-2010,Completed in January 2011,Capacity Survey on Dudhwa Reservoir. (Completed in January 2011),22.6,81
"Reliance Globalcom Ltd., UK",UXO Data Processing for Cable Route Survey off Iraq (addendum to Main contract at # 15),Persian Gulf (Iraq),Iraq,Telecom Operators & Cable Owners,Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Submarine Cable Route Surveys,01-12-2010,Completed in January 2011,UXO Data Processing for Cable Route Survey off Iraq (addendum to Main contract at # 15). (Completed in January 2011),29.85,48.8
"Geo Structurals Ltd., Kochi",Bathymetry and Seismic Survey at proposed port for KSIIDC at Tadri,"Kochi, Kerala",India,Engineering & Construction,Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-12-2010,Completed in January 2011,Bathymetry and Seismic Survey at proposed port for KSIIDC at Tadri. (Completed in January 2011),9.931,76.267
"Pipavav Shipyard Ltd, Mumbai",Bathymetry Survey at Pipavav,"Pipavav, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2010,Completed in December 2010,Bathymetry Survey at Pipavav. (Completed in December 2010),20.92,71.51
"Maritime & Under water Security Consultants (MUSC), UK",UXO Mitigation Project off Iraq,Persian Gulf (Iraq),Iraq,"Government, Defence & Public Sector",Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search,01-11-2010,Completed in December 2010,UXO Mitigation Project off Iraq. (Completed in December 2010),29.85,48.8
"MUSC FZE, UAE",Survey Support for UXO Mitigation Project of SOC/ MUSC off Iraq,Persian Gulf (Iraq),Iraq,"Government, Defence & Public Sector",Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Consultancy for Offshore Projects,01-10-2010,Completed in July 2011,Survey Support for UXO Mitigation Project of SOC/ MUSC off Iraq. (Completed in July 2011),29.85,48.8
"Mumbai Port Trust, Mumbai","Search Survey (Containers, Debris & Other objects)","Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey,01-08-2010,Completed in August 2010,"Search Survey (Containers, Debris & Other objects). (Completed in August 2010)",18.95,72.9
"Reliance Globalcom Ltd., UK",UXO search / Cable Route Survey for Iraq Spur,Persian Gulf (Iraq),Iraq,Telecom Operators & Cable Owners,Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Submarine Cable Route Surveys,01-08-2010,Completed in October 2010,UXO search / Cable Route Survey for Iraq Spur. (Completed in October 2010),29.85,48.8
"Smit Salvage, Singapore","Search Survey (Containers, Debris & Other objects) in Mumbai Harbour",Singapore,Singapore,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-08-2010,Completed in September 2010,"Search Survey (Containers, Debris & Other objects) in Mumbai Harbour. (Completed in September 2010)",1.35,103.82
"Godrej Industries Ltd., Mumbai","Multibeam Bathymetry Survey for development of Marina, off Chowpatty, Mumbai covering an area of 10sq.km","Mumbai, Maharashtra",India,Industrial & Materials,Asia,Bathymetry Survey,Bathymetry Survey,01-04-2010,Completed in May 2010,"Multibeam Bathymetry Survey for development of Marina, off Chowpatty, Mumbai covering an area of 10sq.km. (Completed in May 2010)",18.95,72.9
"WesternGeco, Navi Mumbai","Scouting Survey (DGPS) off Porbunder, West Coast of India covering an area of 40sq.km","Konkan Coast, Maharashtra",India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2010,Completed in May 2010,"Scouting Survey (DGPS) off Porbunder, West Coast of India covering an area of 40sq.km. (Completed in May 2010)",17.6,73.2
"WesternGeco, Navi Mumbai","Stake Net Scouting Survey (DGPS) off Pipavav, West Coast of India covering an area of 50sq.km","Konkan Coast, Maharashtra",India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2009,Completed in March 2010,"Stake Net Scouting Survey (DGPS) off Pipavav, West Coast of India covering an area of 50sq.km. (Completed in March 2010)",17.6,73.2
"Dunnimaa Divers, Navi Mumbai",DGPS positioning survey for MHN-H Pipeline and Modification Project,"Konkan Coast, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Wide Area Positioning Services,01-11-2009,Completed in January 2010,DGPS positioning survey for MHN-H Pipeline and Modification Project. (Completed in January 2010),17.6,73.2
"Dunnimaa Divers, Navi Mumbai",DGPS Positioning survey for BBBLRP Phase II,"Konkan Coast, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2009,Completed in January 2010,DGPS Positioning survey for BBBLRP Phase II. (Completed in January 2010),17.6,73.2
"SSS Electricals India Pvt. Ltd., Mumbai",CP survey of Bay Pipeline of ONGC,"Mumbai, Maharashtra",India,Engineering & Construction,Asia,Cathodic Protection (CP) Survey,Cathodic Protection (CP) Survey; Offshore Platform Site & Pipeline Route Surveys,01-10-2009,Completed in November 2009,CP survey of Bay Pipeline of ONGC. (Completed in November 2009),18.95,72.9
M/s. Bharti Airtel,"Cable Route Survey off Mumbai (EIG & I-ME-WE) using Single & Multibeam Echo sounder, DGPS, Side Scan Sonar & Sub-bottom Profiler covering an area of 1500sq.km","Mumbai, Maharashtra",India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Wide Area Positioning Services; Geophysical Survey,01-09-2009,Completed in October 2009,"Cable Route Survey off Mumbai (EIG & I-ME-WE) using Single & Multibeam Echo sounder, DGPS, Side Scan Sonar & Sub-bottom Profiler covering an area of 1500sq.km. (Completed in October 2009)",18.95,72.9
"South Oil Company Iraq / MUSC, UK","Survey in Iraqi Waters (Persian Gulf) using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler, Gradiometer covering an area of 170sq.km",Persian Gulf (Iraq),Iraq,"Government, Defence & Public Sector",Middle East,Wide Area Positioning Services,Wide Area Positioning Services; Geophysical Survey; Bathymetry Survey,01-02-2009,Completed in October 2009,"Survey in Iraqi Waters (Persian Gulf) using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler, Gradiometer covering an area of 170sq.km. (Completed in October 2009)",29.85,48.8
Mangalore Refinery & Petrochemicals Ltd. / Consulting Engg. Services,"Bathymetry, Geophysical & Oceanographic Survey for SPM facilities off Mangalore Coast covering an area of 20sq.km","Mangalore, Karnataka",India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Shallow & Deep Water Oceanography; Geophysical Survey,01-02-2009,Completed in March 2009,"Bathymetry, Geophysical & Oceanographic Survey for SPM facilities off Mangalore Coast covering an area of 20sq.km. (Completed in March 2009)",12.91,74.86
"Good Earth Maritime Ltd., Chennai",Bathymetric Survey in Kori Creek covering an area of 70sq.km,"Gulf of Kutch, Gujarat",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-02-2009,Completed in March 2009,Bathymetric Survey in Kori Creek covering an area of 70sq.km. (Completed in March 2009),22.6,69.8
"WesternGeco, Navi Mumbai",Bathymetry Survey off Kakinada covering an area of 70sq.km,"Konkan Coast, Maharashtra",India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-02-2009,Completed in March 2009,Bathymetry Survey off Kakinada covering an area of 70sq.km. (Completed in March 2009),17.6,73.2
"Adani Power Dahej (Ltd), Ahmedabad",Current Monitoring in Narmada river Dahej,"Narmada, Gujarat",India,Power & Renewables,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-01-2009,Completed in January 2009,Current Monitoring in Narmada river Dahej. (Completed in January 2009),21.7,72.9
EGS(Asia)/Tyco,Desk Top Study at Fujairah/Kalba for EIG cable system,UAE,United Arab Emirates,Telecom Operators & Cable Owners,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Desktop Study for Offshore Projects,01-12-2008,Completed in December 2008,Desk Top Study at Fujairah/Kalba for EIG cable system. (Completed in December 2008),24.47,54.37
"Punj Lloyd Ltd, Mumbai","As-laid pipeline crossing Survey for Heera Redevelopment Project using Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler covering an area of 60sq.km","Mumbai, Maharashtra",India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Wide Area Positioning Services; Geophysical Survey,01-12-2008,Completed in January 2009,"As-laid pipeline crossing Survey for Heera Redevelopment Project using Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler covering an area of 60sq.km. (Completed in January 2009)",18.95,72.9
Airtel/TATA,Bathymetric and Geophysical Cable Route Survey off Mumbai (EIG/I-ME-WE),"Mumbai, Maharashtra",India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Geophysical Survey; Bathymetry Survey,01-10-2008,Completed in January 2009,Bathymetric and Geophysical Cable Route Survey off Mumbai (EIG/I-ME-WE). (Completed in January 2009),18.95,72.9
"Punj Lloyd Ltd, Mumbai",Weather Forecast Services,"Mumbai, Maharashtra",India,Engineering & Construction,Asia,Weather Forecasting Services,Weather Forecasting Services,01-09-2008,Completed in December 2008,Weather Forecast Services. (Completed in December 2008),18.95,72.9
E-Marine UAE,Cable Route Survey off Abu Dhabi,UAE,United Arab Emirates,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2008,Completed in September 2008,Cable Route Survey off Abu Dhabi. (Completed in September 2008),24.47,54.37
E-Marine UAE,DGPS Positioning of Cable laying,UAE,United Arab Emirates,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Wide Area Positioning Services,01-08-2008,Completed in September 2008,DGPS Positioning of Cable laying. (Completed in September 2008),25.2048,55.2708
"Du, Dubai",Desk Top Study for Cable Landing in Fujairah for EIG cable system,UAE,United Arab Emirates,Telecom Operators & Cable Owners,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Desktop Study for Offshore Projects,01-08-2008,Completed in August 2008,Desk Top Study for Cable Landing in Fujairah for EIG cable system. (Completed in August 2008),24.47,54.37
"Good Earth Shipbuilding Pvt. Ltd., Chennai","Bathymetric Survey off Porto Novo, Cuddalore","Chennai, Tamil Nadu",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-07-2008,Completed in July 2008.,"Bathymetric Survey off Porto Novo, Cuddalore. (Completed in July 2008.)",13.083,80.27
"E-marine, UAE",Cable Route Survey off Abu Dhabi,UAE,United Arab Emirates,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-06-2008,Completed in June 2008,Cable Route Survey off Abu Dhabi. (Completed in June 2008),24.47,54.37
"Leighton, Jamnagar","Pre-Construction Survey For Bina Refinery Project using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler","Jamnagar, Gujarat",India,Engineering & Construction,Asia,Wide Area Positioning Services,Wide Area Positioning Services; Geophysical Survey; Bathymetry Survey,01-06-2008,Completed in June 2008,"Pre-Construction Survey For Bina Refinery Project using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler. (Completed in June 2008)",22.47,70.06
E-Marine UAE,Pre-recovery cable route survey off Mumbai for M/s. Tata Communications Ltd.,"Mumbai, Maharashtra",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-05-2008,Completed in May 2008,Pre-recovery cable route survey off Mumbai for M/s. Tata Communications Ltd (Completed in May 2008),18.95,72.9
"Essar Oil Ltd, Salaya",Bathymetric and Geo-physical survey at Salaya inner channel along the navigational channel northward to Salaya outer channel in Gulf of Kachch,"Gulf of Kutch, Gujarat",India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-04-2008,Completed in April 2008,Bathymetric and Geo-physical survey at Salaya inner channel along the navigational channel northward to Salaya outer channel in Gulf of Kachch. (Completed in April 2008),22.6,69.8
Mundra Port Special Economic Zone,"Bathymetric, Geophysical and Seismic Survey","Mundra, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-04-2008,Completed in April 2008,"Bathymetric, Geophysical and Seismic Survey. (Completed in April 2008)",22.839,69.721
Western Geco International,Bathymetry and Scouting Survey at Vessel M V Emma,India,India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services; Bathymetry Survey,01-03-2008,Completed in April 2008,Bathymetry and Scouting Survey at Vessel M V Emma. (Completed in April 2008),19.076,72.8777
Geostar Surveys,Multibeam Bathymetry survey at Ravva Field,"Ravva Field, Andhra Pradesh",India,Survey & Geoscience Contractors,Asia,Bathymetry Survey,Bathymetry Survey,01-03-2008,Completed,Multibeam Bathymetry survey at Ravva Field. (Completed),16.35,82
Prince Marine Transport Services Pvt Ltd,Bathymetric and Dredging Survey (volume calculation) at Jaigarh Port,"Konkan Coast, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2007,Completed,Bathymetric and Dredging Survey (volume calculation) at Jaigarh Port. (Completed),17.6,73.2
"Guru Gobind Singh Refineries Ltd., New Delhi","Bathymetric, Geophysical survey, Oceanographic Investigations and Marine Geotechnical Investigations off Mundra for Punjab Refinery Project.","Mundra, Gujarat",India,Oil & Gas,Asia,Geotechnical Services,Geotechnical Services; Shallow & Deep Water Oceanography; Geophysical Survey,01-11-2007,Completed in March 2008,"Bathymetric, Geophysical survey, Oceanographic Investigations and Marine Geotechnical Investigations off Mundra for Punjab Refinery Project (Completed in March 2008)",22.839,69.721
"E-Marine, UAE",Cable route survey for Taweelah - Ghurab - Shahama FO Link off Persian Gulf,Persian Gulf (Iraq),Iraq,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-11-2007,Completed in March 2008,Cable route survey for Taweelah - Ghurab - Shahama FO Link off Persian Gulf. (Completed in March 2008),29.85,48.8
"Tamil Nadu Water Investment Company Ltd., Chennai","Carrying out bathymetry survey and current observations off Thane creek, West Coast of India.","Chennai, Tamil Nadu",India,"Government, Defence & Public Sector",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Bathymetry Survey,01-11-2007,Completed in January 2008,"Carrying out bathymetry survey and current observations off Thane creek, West Coast of India (Completed in January 2008)",13.083,80.27
"E-Marine, UAE",Provided services of Surveyors to carry out cable route surveys for QG-2 Project off Persian Gulf.,Persian Gulf (Iraq),Iraq,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Consultancy for Offshore Projects,01-11-2007,Completed in March 2008,Provided services of Surveyors to carry out cable route surveys for QG-2 Project off Persian Gulf (Completed in March 2008),29.85,48.8
EGS (Asia) Ltd.,"Provided services of surveyors, engineer and data processors to EGS (Asia) Ltd. for various survey activities off Philippines, Singapore and Indonesia on board their various vessels.",Philippines,Philippines,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2007,Completed in November 2007,"Provided services of surveyors, engineer and data processors to EGS (Asia) Ltd. for various survey activities off Philippines, Singapore and Indonesia on board their various vessels (Completed in November 2007)",10.3,123.9
"E-Marine, UAE","Carried out 960 km long Cable route surveys in Persian Gulf using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler",Persian Gulf (Iraq),Iraq,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Wide Area Positioning Services; Geophysical Survey,01-09-2007,Completed in October 2007,"Carried out 960 km long Cable route surveys in Persian Gulf using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler. (Completed in October 2007)",29.85,48.8
Shri Krishna Enterprises / Mumbai Port Trust,Bathymetric and Side Scan Sonar surveys at Mumbai Port Trust for locating lost object at Mumbai Port.,"Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-08-2007,Completed in August 2007,Bathymetric and Side Scan Sonar surveys at Mumbai Port Trust for locating lost object at Mumbai Port (Completed in August 2007),18.95,72.9
"Good Earth Ship Building Pvt. Ltd., Chennai","Carried out Bathymetry survey at Porto Nova, Tamil Nadu","Chennai, Tamil Nadu",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-06-2007,Completed in July 2007,"Carried out Bathymetry survey at Porto Nova, Tamil Nadu. (Completed in July 2007)",13.083,80.27
EGS Kazakhstan,Provisioning of technical personnel for MetOcean project,Kazakhstan,Kazakhstan,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Shallow & Deep Water Oceanography,01-06-2007,Completed in July 2009.,Provisioning of technical personnel for MetOcean project. (Completed in July 2009.),47,51.9
EGS (Asia) Ltd.,Provisioning of personnel for cable route survey project,India,India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Consultancy for Offshore Projects,01-05-2007,Completed in July 2007,Provisioning of personnel for cable route survey project. (Completed in July 2007),19.076,72.8777
Dunimmaa Divers & Engineers Pvt. Ltd,"DGPS Positioning services for IOCL off Paradip, East Coast of India.","Paradip, Odisha",India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-05-2007,Completed in June 2007,"DGPS Positioning services for IOCL off Paradip, East Coast of India (Completed in June 2007)",20.316,86.611
EGS (Asia) Ltd.,Desk Top Study for the MTL project in West Coast of India,India,India,Submarine Cable Contractors,Asia,Desktop Study for Offshore Projects,Desktop Study for Offshore Projects,01-04-2007,Completed in April 2007,Desk Top Study for the MTL project in West Coast of India. (Completed in April 2007),19.076,72.8777
"Oil & Natural Gas Corporation Ltd., Mumbai","Bathymetric, Geophysical and Oceanographic survey for Acquiring additional data for covering of exposure of 36"" SBHT pipeline across Mindola River, Gujarat, West Coast of India","Jamnagar, Gujarat",India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Shallow & Deep Water Oceanography; Geophysical Survey,01-04-2007,Completed in November 2007,"Bathymetric, Geophysical and Oceanographic survey for Acquiring additional data for covering of exposure of 36"" SBHT pipeline across Mindola River, Gujarat, West Coast of India. (Completed in November 2007)",22.47,70.06
EGS (Asia) Ltd.,Provisioning of personnel on board R.V. Ridley Thomas in Australia / USA,Australia,Australia,Submarine Cable Contractors,Oceania,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2007,Completed in July 2007,Provisioning of personnel on board R.V. Ridley Thomas in Australia / USA. (Completed in July 2007),-25,133
"Dolphin Offshore Enterprises India Ltd.,","Bathymetry survey at Nhava jetty, West Coast of India","Mumbai, Maharashtra",India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-03-2007,Completed in March 2007,"Bathymetry survey at Nhava jetty, West Coast of India. (Completed in March 2007)",18.95,72.9
Ocean Centre Pvt. Ltd.,"DGPS Positioning project at Paradip, off East Coast of India","Paradip, Odisha",India,Survey & Geoscience Contractors,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-02-2007,Completed in March 2007,"DGPS Positioning project at Paradip, off East Coast of India. (Completed in March 2007)",20.316,86.611
Punj Lloyd Ltd. / ONGC,"Pre-Engineering Geophysical surveys, Pre-Engineering Platform Survey by divers, Pre-Construction Anchor Clearance Survey, Pre-Construction Riser Survey, Post-Construction / As Built Survey and Cathodic Protection (CP) Survey for Heera Re-Development Project of ONGC in West Coast of India.","Mumbai, Maharashtra",India,Oil & Gas,Asia,Cathodic Protection (CP) Survey,Cathodic Protection (CP) Survey; Offshore Platform Site & Pipeline Route Surveys; Geophysical Survey,01-03-2007,Completed in December 2007.,"Pre-Engineering Geophysical surveys, Pre-Engineering Platform Survey by divers, Pre-Construction Anchor Clearance Survey, Pre-Construction Riser Survey, Post-Construction / As Built Survey and Cathodic Protection (CP) Survey for Heera Re-Development Project of ONGC in West Coast of India (Completed in December 2007.)",18.95,72.9
DBM Geotechnics & Constructions Pvt. Ltd.,"Bathymetry surveys at Jaffrabad, Gujarat, West Coast of India","Jafrabad, Gujarat",India,Engineering & Construction,Asia,Bathymetry Survey,Bathymetry Survey,01-03-2007,Completed in March 2007,"Bathymetry surveys at Jaffrabad, Gujarat, West Coast of India. (Completed in March 2007)",20.87,71.37
